"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3158142,"Yes",36.11,14,45,0,0,1.1,-14,-1.1,0,0,2,0,0,3.2,0.3,0,3,0.7,0,0,0,20,1,1,"PHICTR610",2,1,585,54,52,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"Yes","No",0,9,"No",0,"150","No","2-High","Other","Professional","Yes"
3158434,"No",66.33,372,30,0,94,0,-137,-27.1,12.7,1,68.7,0,1,166.7,4,3.3,106.3,93.7,13.7,0,1,18,1,1,"SFRSFR415",1,1,552,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3158522,"No",48.66,0,45,0,0,0,0,-0.4,0,0,0,0,0,0,0,0,0.3,0,0,0,0,16,2,2,"MIAWPB561",1,1,490,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3158534,"No",44.83,172,45,0,0,0,-12,-15.5,0.3,0.3,3.7,0,0,23.1,6,2.3,31.3,21.3,0.7,0,0,22,1,1,"LOULEX606",2,1,659,28,0,"No","No","Yes","Yes","Yes","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"80","No","2-High","Suburban","Other","No"
3158558,"No",37.18,439,26,0,25,0,-255,-55.9,6.3,4.3,58.3,10,0.3,98.6,85.7,31.3,130,132.7,10.7,0,1,16,2,2,"NYCBRO917",3,1,487,24,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,1,"No",0,"150","No","7-Lowest","Other","Other","No"
3158658,"No",50.96,492,50,0,0,0.8,-4,1.9,5.7,12.7,45.7,0,0,87.4,0.7,1.3,119,72.7,18.3,0,0.3,20,2,1,"ATLANE678",1,1,598,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,0,"No",0,"Unknown","No","1-Highest","Suburban","Other","Unknown"
3158714,"No",35.87,157,30,0,8,0,53,7.9,0.3,1.3,6,0,0,25.9,4,0,28,11.7,1.7,0,0,18,1,1,"STLSTL314",1,1,551,52,22,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,1,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3158790,"Yes",117.63,856,104,5.69,5,4.4,229,-28.3,18.7,5.3,107,20.7,2,95.8,108.3,42.3,157.3,193.7,24,0,0.3,18,1,1,"APCWAS202",2,2,119,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,0,"No",0,"30","No","5-Low","Other","Other","Unknown"
3158878,"No",108.78,1056,95,0,44,3.9,192,20.7,8,16.3,68.3,5,0,40.5,18.7,2.3,125,97.3,24.3,0,0.3,18,3,3,"NMXABI915",2,1,132,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"150","No","2-High","Other","Other","Unknown"
3158886,"No",145.04,1303,75,1.24,259,0.8,669,133.5,4,3.7,29.7,0,0.3,246.5,44.3,13.3,292.7,78.3,7.7,0,6,20,1,1,"CHISPR217",2,2,262,26,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,2,"No",0,"150","No","2-High","Other","Other","Unknown"
3158982,"No",34.1,172,41,0,0,0.3,18,2.2,2.3,0.3,54.3,0,0.3,17.8,3.3,0.3,59.3,33.3,2.7,0,0.3,18,1,1,"DETTOL419",1,1,551,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","2-High","Town","Other","Unknown"
3159014,"No",73.24,12,80,0.25,0,0,0,-0.2,0,0,0.3,0,0,0,1,0,2.7,1.3,0,0,0,18,2,2,"CHILAG630",1,1,551,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3159094,"No",65.28,457,48,1.49,40,0,-457,-99.3,10.7,0,23,0,0,112.9,4.3,11.7,80,97,10.7,0,1.3,20,1,1,"LAXONT909",5,4,96,50,0,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,3,"No",0,"150","No","2-High","Suburban","Other","No"
3159110,"No",53.04,843,43,0.74,46,1.9,-602,-58,10.3,2,60.3,1,0,246.1,55.3,10.7,183.7,145.3,12.3,0,7,16,1,1,"BOSBOS617",1,1,488,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,0,"No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3159242,"No",103.08,614,56,0.25,113,0,-84,-40.8,3,55.7,23.7,5,1.7,120.1,31.3,0,174.7,87.7,58.7,0,3,16,2,1,"NCRFAY910",2,2,80,32,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",1,0,"No","No",0,6,"No",0,"30","Yes","1-Highest","Town","Other","Unknown"
3159322,"No",36.2,649,20,0,70,0,-649,-36.2,15,0.7,32,4.3,0,255.7,69.7,3.3,142,142.7,15.7,0,2,20,4,2,"NYCBRO917",2,2,415,36,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,4,"No",0,"10","No","1-Highest","Suburban","Other","No"
3159354,"No",76.18,1508,85,0,10,0,-1502,-1.2,16.7,0.7,11.7,0.3,0,0.3,0,0,25.3,35,17.3,0,0,20,1,1,"HOUHOU281",1,1,596,26,50,"No","No","No","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",1,6,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3159570,"No",201.99,1582,59,4.7,453,1,-367,-55.9,11.3,10,107.3,6.3,0.3,352.8,133.7,34.3,356.3,233.7,21.3,0,9,16,2,2,"SANAUS512",3,2,124,52,28,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"150","No","5-Low","Town","Other","Unknown"
3159666,"No",56.09,547,60,0.25,18,0.5,-29,-6.1,3,4.3,14.7,1,0,82.2,40.3,5.3,99,16.7,7.3,0,0.7,20,1,1,"CHIDAV319",1,1,595,30,0,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,5,"No",0,"Unknown","No","4-Medium","Suburban","Student","No"
3159822,"No",84.98,88,50,0,0,0,0,0,2.3,6.3,5,0.3,0,0,0,0,0.3,0,8.7,0,0,18,1,1,"KCYWIC316",2,1,3,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,0,"No",0,"60","No","6-VeryLow","Other","Other","Unknown"
3159906,"No",44.93,644,45,3.46,18,0,92,24.9,3.7,1.3,13,0,0,90.4,31.3,8.3,59.7,94,5,0,1.7,18,1,1,"ATLATL678",1,1,548,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3159914,"No",53.88,40,65,0,0,0,-37,-38.3,0.3,0,3,0,0,6.1,3.3,0.3,18.7,3.7,0.3,0,0,22,2,2,"HARBRI203",1,1,655,36,36,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"Unknown","No","2-High","Town","Professional","Yes"
3159942,"No",34.41,664,31,2.97,26,0,57,9.9,1.3,0.7,15.3,0.7,0.3,114.4,16.3,6,53,84,2,0,2.3,18,1,1,"OHICOL614",3,2,133,54,26,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,9,"No",0,"60","No","3-Good","Suburban","Other","Unknown"
3160014,"No",33.55,96,30,0.5,0,0,16,6.8,0.3,0,1.7,0.3,0,9,8.7,1,23,18.7,0.3,0,0,16,1,1,"NYCNAS516",1,1,486,64,62,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Other","Self","Yes"
3160062,"Yes",71.59,466,70,0.99,0,0.6,80,1.8,18.7,1,24.3,0,0,67.4,43.7,6.3,85.3,63,19.7,0,2,20,2,1,"HARBRI203",1,1,594,58,52,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,9,"No",0,"Unknown","No","5-Low","Town","Other","No"
3160094,"No",46.92,214,45,0,0,2.9,-104,-7.8,1.7,2,6.3,0.7,0,27.6,7,1.7,30.7,15.3,3.7,0,0,16,1,1,"OHICAN330",2,2,86,48,46,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,6,"No",0,"60","No","5-Low","Suburban","Other","Yes"
3160526,"Yes",58.34,335,50,0.25,0,0,-124,-2.6,5.3,6,26.3,0,0.7,30.5,9,0,82.7,11,11.3,0,0,22,1,1,"NCRVIR757",1,1,654,50,50,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"Unknown","No","2-High","Rural","Professional","Yes"
3160546,"No",22.21,394,36,4.7,0,0,-68,-22.2,0.7,0.3,25.3,0,1,4.7,4,0.7,24.3,73.3,1,0,0,22,2,1,"LAXVNY818",3,2,11,44,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",1,0,"No","No",0,8,"No",0,"100","Yes","3-Good","Other","Other","No"
3160578,"No",33.09,128,30,0,0,0,-28,-0.1,4.3,0,24,0,0,10.3,10.3,2,50.3,9.7,4.3,0,0,20,2,2,"APCBAL410",1,1,593,60,52,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","4-Medium","Other","Other","Yes"
3160586,"No",40.05,109,30,0,13,2.3,-36,-6.4,1.7,2.7,3.3,0,0,9.4,6.7,1.7,25.3,5,4.3,0,0,20,2,1,"LOUNAL812",1,1,593,50,0,"Yes","No","Yes","No","No","Known","No","No","No","Yes","No","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","5-Low","Town","Professional","Unknown"
3160646,"Yes",93.39,789,50,2.72,144,0,-365,-52.4,40.7,79.3,58,0,0.7,181.9,85,26.7,293.7,289.7,120,0,7.3,16,2,2,"OHICOL614",2,2,353,50,52,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,9,"No",0,"150","No","1-Highest","Suburban","Student","No"
3160698,"No",37.41,201,30,1.98,16,0,-119,-6,1.7,0.7,14,0,0,33,6.7,0,47.7,15.7,2.3,0,0,22,1,1,"SFRSCL408",1,1,654,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"Unknown","No","3-Good","Suburban","Other","Unknown"
3160774,"Yes",85.83,646,80,1.98,43,2,-217,-11,2.3,0.3,43,2.7,1.3,113,14.3,37.3,136,43.7,2.7,0,1.3,16,3,2,"DETPON248",1,1,484,44,38,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,1,"Yes",0,"Unknown","No","3-Good","Other","Other","Yes"
3160866,"No",32.27,76,30,0,0,2.3,51,-2.3,3.7,0,2.7,0,0,12.5,3.3,0.3,20.3,12,3.7,0,0,20,1,1,"APCFCH703",2,2,138,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"150","No","2-High","Suburban","Other","Unknown"
3160886,"Yes",33.3,618,10,0.25,50,0,-71,-20,8,0.7,75,0.3,0,161.9,50,18.3,118.3,227,8.7,0,0,20,3,3,"PITCOR412",1,1,592,50,0,"No","No","No","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","1-Highest","Suburban","Professional","Yes"
3160918,"Yes",33.86,373,30,0,12,0,-119,-3.3,3,5,35.7,3.3,0,124.8,9.3,0.7,71,41,8,0,0.3,18,1,1,"HOUHOU281",3,1,493,34,36,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,1,"No",0,"30","No","2-High","Other","Other","Yes"
3160946,"No",54.67,317,60,1.24,0,0,-90,-1.7,4.3,0,26,2,0.3,95.8,14.3,6.3,63.7,51.7,4.3,0,0,16,3,1,"NYCNEW201",2,2,253,54,54,"No","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,7,"No",0,"30","No","5-Low","Town","Student","No"
3161018,"No",120.95,800,50,1.73,213,0,33,1.9,7.3,0,36.7,4,0.3,313.4,98,13.3,95.7,195,7.3,0,5,16,1,1,"APCFCH703",1,1,484,46,22,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",1,7,"No",0,"Unknown","No","4-Medium","Suburban","Other","Yes"
3161026,"No",29.99,126,30,0,0,0,-44,0,2.3,7.3,21.7,0,0,3.5,12.3,0,26.3,33,9.7,0,0,18,1,1,"OHITRT937",1,1,546,38,38,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Rural","Professional","Yes"
3161038,"No",89.81,809,85,0.74,16,0,-19,-1.8,7,22.3,31,1.3,0.3,268,45.7,17,203.7,71,29.3,0,1.3,18,2,2,"CHINBK847",2,2,45,42,44,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"130","No","2-High","Town","Professional","Yes"
3161066,"No",52.25,978,44,0.25,41,0,-53,-16.3,32.3,10.7,63.3,0.3,1.3,327.5,76.3,79.7,193.7,156.3,43,0,6.3,20,3,1,"ATLANE678",3,3,154,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",1,0,"No",0,"130","No","2-High","Town","Other","Unknown"
3161146,"Yes",10.09,61,10,0,0,0,-37,-0.1,0,3,1,0,0,11.4,8.3,3.3,14,17,3,0,0,16,4,4,"NCRRIC804",2,2,194,42,48,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,9,"No",0,"10","No","2-High","Town","Other","Yes"
3161178,"No",96.65,723,60,3.96,107,0,306,67.6,9,0.3,57.3,0,0,202.8,161.7,2.7,267.7,102.7,9.3,0,2.7,20,1,1,"LAXBUR818",2,2,140,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","4-Medium","Other","Other","Unknown"
3161278,"Yes",56.55,623,45,0.25,62,1.6,198,46,1.7,3,31.3,2.7,0.3,194.6,39.7,5.7,131,159.7,4.7,0,1,16,1,1,"OMAAMS515",4,3,25,24,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,4,"No",0,"150","No","3-Good","Other","Other","No"
3161318,"No",42.16,223,40,0.74,1,1.1,197,3,0.3,0,16,3.3,0,18.5,2.3,0,53.7,8.7,0.3,0,0,22,2,1,"DETDET313",2,2,276,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"60","No","5-Low","Town","Other","Unknown"
3161450,"No",50.49,435,50,0.5,0,0,-113,-0.5,3.7,1,99,0.3,8,69.2,34,5.7,152,45.7,4.7,0,0.3,20,1,1,"DETROS810",1,1,591,44,40,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,4,"Yes",0,"Unknown","No","5-Low","Other","Clerical","Yes"
3161462,"No",44.48,748,42,0.74,21,0,-748,-136.5,10.7,7,53.3,8,0.7,383.9,26.7,3,276,126,17.7,0,10.3,22,1,1,"DALDAL214",7,4,67,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,0,"No",0,"80","No","4-Medium","Other","Other","Unknown"
3161530,"No",50.69,80,50,0,0,0.2,-15,0.3,3,0.7,4.3,0,0.3,2.5,3.7,0,35.7,2.7,3.7,0,0,16,1,1,"NEVLVS702",1,1,482,50,78,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"Unknown","No","5-Low","Suburban","Other","Unknown"
3161642,"No",95.29,722,95,0.5,0,0,193,2.7,2.3,2.3,24,2,0.7,95.7,3.7,0.7,97,25.3,4.7,0,1.7,18,1,1,"HOUHOU281",1,1,544,36,34,"Yes","No","Yes","Yes","No","Known","No","No","No","No","Yes","Yes",0,0,"Yes","No",0,6,"No",0,"Unknown","No","5-Low","Suburban","Other","Yes"
3161646,"No",138.98,1508,70,5.2,122,0,760,145.8,16.7,3.3,41,5.7,0,382.9,59.3,0.7,153.7,102,20,0,2,18,1,1,"LAXRIV909",2,1,456,30,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,2,"No",0,"10","No","5-Low","Other","Other","No"
3161990,"No",145.61,751,81,1.49,63,44.4,-412,-63.4,11.3,2.3,41,0,0,70.1,35,0,139,81,13.7,0,1,16,1,1,"HARBRI203",1,1,481,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,9,"No",0,"Unknown","No","4-Medium","Suburban","Other","Yes"
3162130,"No",10.25,326,10,0.25,0,0,-99,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,2,"OHICOV606",4,4,166,58,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,8,"No",0,"80","No","2-High","Suburban","Professional","Yes"
3162194,"Yes",62.81,255,50,0.5,0,12.3,91,36.5,0.7,4,12.3,0,0,7.5,11.3,0.7,40.7,21.7,4.7,0,0,18,7,3,"SANAUS512",1,1,543,36,36,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3162318,"Yes",154.06,890,50,0,333,1,-320,-90.3,5.3,0.3,37,0,0,490.4,47.7,14.3,178.3,56.3,5.7,0,1,22,1,1,"BOSPRO401",3,3,69,48,0,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"30","No","4-Medium","Town","Self","Yes"
3162478,"No",53.25,295,50,0,0,0,165,0,12,2,33,6.7,0.7,5.4,16.3,1.3,87,38,14,0,0,22,2,2,"LAXDOW562",5,4,17,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","5-Low","Other","Other","Unknown"
3162678,"No",150.3,2179,75,0.5,200,4.5,-172,-54.5,7,12.3,74.7,2,0.3,624.7,44.3,9.3,234.7,166.7,19.3,0,6.3,20,1,1,"KCYTOP913",3,3,62,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"80","No","3-Good","Other","Other","Unknown"
3162702,"No",30,222,30,0,0,0,-39,0,4.3,1,20.3,1.7,0,103.6,52.7,31.3,108,29,5.3,0,1,22,2,2,"LAXANA714",2,1,619,28,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",1,1,"No","No",0,1,"No",0,"30","Yes","2-High","Other","Other","Unknown"
3162814,"Yes",31.28,46,30,0,0,1.2,-18,1.2,1.7,1,2,0,0,13,7.3,0.7,12.7,3.3,2.7,0,0.3,18,1,1,"LOUFRK502",2,1,536,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,1,"No",0,"60","No","2-High","Town","Other","Unknown"
3162822,"No",73.81,360,37,0.99,126,0,254,37.9,0.3,35,9.3,1.7,4,55.7,6.7,0.7,58.7,62.7,35.3,0,0,20,1,1,"CHILAG630",1,1,587,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",1,0,"No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3162934,"Yes",41.25,40,40,0,0,1.3,-40,-1.3,0,0.3,2.3,0,0,4.1,2.3,0.3,6,6.7,0.3,0,0,20,1,1,"SFROAK510",1,1,587,34,34,"No","No","Yes","No","No","Unknown","No","No","No","No","Yes","Yes",0,0,"Yes","No",0,7,"No",0,"Unknown","No","2-High","Other","Other","Yes"
3163162,"No",64.51,774,70,0,55,0,30,1.7,5.7,10.7,100.7,0.7,0,228.5,17.3,32.7,239.3,89,16.3,0,2,20,2,2,"NOLKEN504",3,3,54,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","6-VeryLow","Suburban","Other","Unknown"
3163278,"Yes",40.34,82,40,0,0,0,-15,-0.4,3.3,0.3,5.7,0.3,0,0.1,1,0,13.7,10.7,3.7,0,0,16,1,1,"SLCSLC801",1,1,478,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,4,"No",0,"Unknown","No","2-High","Other","Other","No"
3163618,"Yes",48.56,490,30,0,50,0.9,-20,22.4,0.3,7,55.7,0,0,92.6,26.7,14.7,120,85.7,7.3,0,1,20,1,1,"SANMCA210",1,1,586,40,20,"Yes","No","Yes","Yes","No","Unknown","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,4,"Yes",0,"Unknown","No","3-Good","Town","Other","Unknown"
3163622,"No",336.43,1560,50,0,955,0,6,-4.1,5.7,0,32,0,0,721,61.7,43.7,154,119,5.7,0,5,18,1,1,"DETDET313",1,1,540,46,36,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"Unknown","No","2-High","Other","Other","Unknown"
3163666,"No",60.73,583,50,0,28,0,316,-5.7,8.3,1.3,58.7,4.7,0,129.8,36,10,133,79.3,9.7,0,1.3,22,2,2,"SEABLV425",2,2,207,28,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"Yes","No",0,3,"No",0,"10","No","4-Medium","Suburban","Other","No"
3163730,"No",62.77,606,40,0.25,19,0,-1,38.2,5.3,0,0,4.7,0,122.6,23.7,4,156.7,94,5.3,0,2.7,22,2,1,"NYCNAS516",8,5,-1,46,48,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,0,"No",0,"150","No","6-VeryLow","Other","Other","Unknown"
3163954,"No",90.48,691,105,0.5,0,0,-63,4.5,9,0,1.3,1.7,0,236.4,50.7,37.3,217,103.7,9,0,1.7,18,2,2,"NYCMAN917",2,2,155,24,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,6,"No",0,"150","No","4-Medium","Other","Other","Unknown"
3164230,"No",35.77,330,30,0,15,0.2,-1,-5.8,2,0.7,10,0.7,0,59.1,20.3,4.3,71.7,30.7,2.7,0,0,16,1,1,"DALDAL214",1,1,476,42,40,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,8,"No",0,"Unknown","No","4-Medium","Suburban","Other","Unknown"
3164342,"No",59.74,1914,85,0.99,0,0,24,-1.5,78.7,14.3,126,12.7,0.3,589.2,58.7,14.3,364.3,361.3,93,0,17.7,16,1,1,"PHIPHI215",4,2,13,36,54,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,3,"No",0,"150","No","4-Medium","Other","Other","No"
3164402,"No",81.23,905,75,5.94,0,0.3,217,0.9,10.7,2,39.3,0,0,261.4,52.7,9,189.7,156,12.7,0,5.3,18,1,1,"PHXPHX602",4,2,284,48,44,"Yes","Yes","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,6,"No",0,"100","No","4-Medium","Suburban","Other","Yes"
3164466,"No",39.45,387,32,2.48,0,0.5,11,-1,5,0,13.7,1.3,0,111.3,52.3,19,81.7,87,5,0,1.7,22,2,2,"NEVSDG619",2,2,368,78,78,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,6,"No",0,"200","No","2-High","Other","Professional","Yes"
3164542,"No",79.88,545,39,2.97,0,0,358,-38.9,7,2,4,0.7,0,7.9,8.3,1.3,12.7,21,9,0,0.3,18,1,1,"MIAFTL954",2,2,63,38,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"30","No","2-High","Other","Other","Unknown"
3164662,"Yes",30.32,92,34,0,15,0.7,-76,-10.3,3,1.7,19.3,0,0,12.3,3.3,3.7,22.3,38.3,4.7,0,0,18,2,2,"FLNTAL850",1,1,537,48,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,7,"No",0,"Unknown","No","2-High","Town","Other","No"
3164834,"No",57.2,449,56,0,20,0.1,196,21.6,1.7,2.7,18,0.7,0,192.9,14.7,16.3,83,45,4.7,0,0,20,1,1,"KCYKCK913",5,4,31,48,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,4,"No",0,"30","No","5-Low","Rural","Other","No"
3165074,"Yes",33.26,52,30,0,0,0,16,-0.3,2,0,3.3,0,0,2.2,4.3,0,11,6.3,2,0,0,16,1,1,"HARNEW203",1,1,474,36,36,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,5,"No",0,"Unknown","No","2-High","Other","Crafts","Yes"
3165098,"No",50.48,737,70,0.5,0,0,14,1.5,7.7,1.3,15.3,0,0,238.1,33.3,4,86.3,109,9,0,3,20,1,1,"SFROAK510",2,2,362,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,0,"No",0,"30","No","4-Medium","Other","Other","Unknown"
3165126,"Yes",101.31,1396,75,0,0,0,-270,1.2,11.7,0.7,37.7,11,0.7,593.3,133,77.7,158.7,264.3,12.3,0,1.3,22,1,1,"NYCQUE917",4,2,397,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,3,"No",0,"150","No","3-Good","Other","Other","No"
3165262,"Yes",63.97,726,60,0.25,44,0,426,31.6,2.3,1,31.3,8.3,0,265.6,9,4,84.3,73.3,3.3,0,2.7,16,1,1,"FLNTAM813",3,2,345,34,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,6,"No",0,"10","No","4-Medium","Suburban","Other","No"
3165286,"Yes",40.19,241,30,0.25,27,0.3,56,18.5,0.3,15,5,2.7,0.7,52.1,15,2.7,71.3,61.7,15.3,0,1.7,16,2,2,"OHILAW812",3,2,447,60,60,"No","Yes","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,5,"No",0,"10","No","2-High","Town","Other","Yes"
